CustomerID,Recency,Frequency,Monetary
12346.0,325.1062499997206,2,0.0
12347.0,1.873611110728234,7,4310.0
12348.0,74.98402777779847,4,1797.24
12349.0,18.124305555131286,1,1757.55
12350.0,309.86736111110076,1,334.4
12352.0,35.92569444421679,11,1545.41
12353.0,203.7937499997206,1,89.0
12354.0,231.98541666660458,1,1079.4
12355.0,213.95902777742594,1,459.4
12356.0,22.17361111100763,3,2811.43
12357.0,32.86319444421679,1,6207.67
12358.0,1.099999999627471,2,1168.0600000000002
12359.0,7.061805555131286,6,6245.53
12360.0,51.89444444421679,3,2662.06
12361.0,286.95763888861984,1,189.9
12362.0,2.8819444440305233,13,5154.58
12363.0,109.10555555531755,2,552.0
12364.0,7.102777777705342,4,1313.1
12365.0,290.9486111109145,3,320.69
12367.0,3.834722221828997,1,168.9
12370.0,50.915972222108394,4,3545.69
12371.0,44.106944444123656,2,1887.96
12372.0,71.02638888871297,3,1298.04
12373.0,310.98611111100763,1,364.6
12374.0,24.88402777770534,1,742.9300000000001
12375.0,2.0576388887129724,3,455.42
12377.0,314.87847222201526,2,1628.12
12378.0,129.09444444440305,1,4008.62
12379.0,81.11180555541068,3,850.29
12380.0,21.057638888712972,5,2720.56
12381.0,4.004166666418314,6,1803.96
12383.0,184.1999999997206,6,1839.31
12384.0,28.174305555410683,3,566.16
12386.0,337.00902777770534,2,401.9
12388.0,15.013888888526708,6,2780.6600000000003
12390.0,79.13680555531755,1,549.84
12391.0,21.029861110728234,1,460.89
12393.0,71.88124999962747,4,1582.6000000000001
12394.0,63.19583333330229,2,1272.48
12395.0,15.020833333022892,15,2998.28
12397.0,35.123611110728234,2,2409.9
12398.0,45.09930555522442,1,1635.66
12399.0,118.98263888852671,4,1108.65
12401.0,302.9583333330229,1,84.3
12402.0,322.95902777742594,1,225.6
12403.0,49.07638888852671,2,409.7
12405.0,148.16527777770534,1,1710.39
12406.0,21.72777777770534,3,3280.75
12407.0,49.11041666660458,5,1708.12
12408.0,32.01388888852671,9,2842.57
12409.0,78.09166666632518,7,11056.93
12410.0,300.87708333320916,3,681.08
12412.0,74.10694444412366,3,1226.88
12413.0,66.15972222201526,5,694.15
12414.0,216.9159722221084,3,562.41
12415.0,23.936111110728234,26,123725.45
12417.0,2.9152777777053416,12,3578.8
12418.0,112.07083333330229,1,668.58
12420.0,63.16319444403052,1,600.39
12421.0,15.154861110728234,5,806.27
12422.0,95.1263888888061,3,803.5600000000001
12423.0,0.11111111100763083,9,1849.11
12424.0,162.0305555551313,2,1760.96
12425.0,77.80486111110076,1,777.2
12426.0,194.01666666660458,1,582.73
12427.0,11.084722221828997,5,708.37
12428.0,25.186111110728234,12,7877.2
12429.0,8.811111110728234,4,3750.4
12430.0,42.90347222192213,1,256.4
12431.0,35.03819444403052,18,6416.39
12432.0,42.046527777798474,5,5059.32
12433.0,0.11666666623204947,7,13375.87
12434.0,84.00833333330229,4,765.19
12435.0,79.15555555513129,2,7829.89
12436.0,99.02847222192213,1,509.01000000000005
12437.0,1.0520833330228925,19,4896.66
12438.0,13.973611110821366,2,2906.85
12441.0,366.0868055555038,1,173.55
12442.0,2.936111110728234,1,172.06
12444.0,20.97708333330229,5,5005.46
12445.0,21.754861110821366,1,133.4
12446.0,57.0,1,1002.3100000000001
12447.0,242.97569444403052,1,476.49
12448.0,43.96111111110076,1,449.45
12449.0,21.961111111100763,4,4067.29
12450.0,155.92291666660458,2,197.88
12451.0,10.17361111100763,6,8933.52
12452.0,16.098611110821366,3,428.57
12453.0,133.9458333333023,1,707.09
12454.0,52.904861110728234,2,0.0
12455.0,72.88819444412366,6,2466.86
12456.0,43.92291666660458,4,3153.89
12457.0,57.96111111110076,12,1917.78
12458.0,70.89236111100763,2,947.4
12461.0,93.82847222220153,2,826.88
12462.0,1.9499999997206032,4,1124.01
12463.0,45.96319444430992,7,1303.63
12464.0,9.970138888806105,8,1212.05
12465.0,7.052777777425945,3,733.89
12468.0,142.96388888871297,3,724.0400000000001
12471.0,1.8798611108213663,49,18740.92
12472.0,30.053472221828997,13,6229.48
12473.0,28.959722221828997,9,2848.23
12474.0,16.924305555410683,30,7116.47
12475.0,53.11111111100763,1,723.38
12476.0,0.9458333333022892,20,6546.58
12477.0,22.124305555131286,9,13117.01
12478.0,3.1208333331160247,1,680.99
12479.0,3.142361111007631,3,477.3
12480.0,27.91527777770534,4,3281.63
12481.0,22.181249999906868,11,5590.86
12483.0,16.82430555531755,13,2327.13
12484.0,32.05069444421679,8,4495.27
12488.0,9.166666666511446,3,1298.66
12489.0,335.9840277777985,1,334.93
12490.0,4.863194444216788,10,5417.93
12491.0,38.022222221829,1,460.40000000000003
12492.0,62.899305555503815,2,263.21000000000004
12493.0,165.1062499997206,3,416.79
12494.0,9.14513888861984,13,1139.3500000000001
12497.0,81.01458333292976,1,1043.1
12498.0,20.99791666632518,3,403.70000000000005
12500.0,22.854166666511446,13,4206.27
12501.0,314.9555555554107,2,2089.68
12502.0,95.04027777770534,5,3723.87
12503.0,337.0409722221084,1,-1126.0
12504.0,17.86666666623205,4,114.0
12505.0,300.96597222192213,1,-4.5
12506.0,232.16388888889924,1,73.5
12507.0,133.82013888889924,4,1258.06
12508.0,25.88402777770534,2,398.27
12509.0,283.9201388885267,1,176.5
12510.0,142.1076388885267,2,982.5699999999999
12512.0,65.91319444403052,2,138.03
12513.0,84.00347222201526,2,586.79
12514.0,266.8416666663252,1,1017.68
12515.0,352.87986111082137,1,383.7
12516.0,77.15069444430992,2,1312.06
12517.0,27.9486111109145,6,2464.89
12518.0,0.10902777779847383,5,2056.89
12519.0,63.14166666660458,1,340.84
12520.0,78.89374999981374,6,2582.51
12521.0,142.08263888861984,1,599.68
12522.0,38.88888888852671,2,192.72
12523.0,1.0444444441236556,13,1745.57
12524.0,8.888194444123656,8,4485.72
12526.0,0.028472221922129393,3,1316.66
12527.0,81.03819444403052,3,348.71000000000004
12528.0,8.92361111100763,8,1922.28
12530.0,59.0111111109145,5,1623.63
12531.0,14.068055555224419,1,125.22
12532.0,29.96041666623205,1,349.83000000000004
12534.0,130.09999999962747,1,1089.18
12535.0,91.16805555531755,2,716.35
12536.0,7.004861110821366,5,4106.82
12538.0,28.81527777761221,1,363.95
12539.0,21.97222222201526,5,3852.5
12540.0,19.054861111100763,19,13309.039999999999
12541.0,29.090277777519077,3,981.18
12544.0,29.06805555522442,2,355.7
12545.0,74.96597222192213,2,1000.39
12546.0,46.02847222192213,3,1141.5
12547.0,197.0083333333023,2,207.79999999999998
12548.0,165.88541666651145,1,95.19999999999999
12550.0,78.92708333302289,1,964.83
12551.0,357.0604166663252,1,168.0
12552.0,38.11666666623205,2,437.82
12553.0,7.841666666325182,14,3652.25
12556.0,49.98888888861984,2,603.71
12557.0,15.82708333292976,5,11990.960000000001
12558.0,1.1083333329297602,2,0.0
12559.0,310.12569444440305,3,536.21
12560.0,4.955555555410683,4,2101.39
12561.0,302.0493055554107,1,238.85
12562.0,7.8125,7,3781.7400000000002
12564.0,260.9131944440305,1,456.9
12565.0,281.0465277777985,2,131.17
12566.0,72.12013888871297,2,346.7
12567.0,22.074999999720603,11,9114.94
12569.0,1.851388888899237,35,4064.9900000000002
12571.0,39.1048611109145,2,519.61
12572.0,8.145833333022892,3,1004.72
12573.0,226.87361111072823,1,160.54
12574.0,315.1458333330229,1,218.45000000000002
12576.0,35.11041666660458,6,1306.98
12577.0,34.973611110821366,4,595.4
12578.0,20.97222222201526,4,2753.36
12579.0,72.95347222220153,3,410.71999999999997
12580.0,246.10138888889924,1,415.7
12581.0,39.16249999962747,1,197.71
12582.0,238.1701388885267,2,511.36
12583.0,2.1965277777053416,18,7187.34
12584.0,3.1354166665114462,18,1893.95
12585.0,233.96597222192213,4,1982.81
12586.0,16.851388888899237,2,179.94000000000003
12587.0,7.002083333209157,1,144.0
12588.0,38.90902777761221,1,214.89999999999998
12589.0,28.1048611109145,2,646.68
12590.0,189.93402777751908,3,9861.38
12591.0,316.9270833330229,1,452.85
12592.0,91.90694444440305,2,437.6
12593.0,108.00486111082137,3,418.09999999999997
12594.0,37.02083333302289,11,3320.2200000000003
12596.0,50.99166666623205,2,618.27
12597.0,18.970138888806105,5,3683.13
12598.0,9.022222221828997,9,3002.68
12599.0,28.969444444403052,7,1032.58
12600.0,28.097916666418314,11,2581.04
12601.0,189.1062499997206,6,569.5600000000001
12602.0,58.061111110728234,1,153.12
12603.0,21.088888888712972,1,739.1999999999999
12604.0,78.94583333330229,2,254.18
12605.0,364.88124999962747,1,-7.5
12607.0,57.8562499997206,2,0.0
12609.0,77.84444444440305,3,1126.85
12610.0,22.1361111109145,7,2057.99
12611.0,51.984722222201526,1,1193.32
12612.0,57.02638888871297,2,643.59
12613.0,30.97222222201526,6,3218.98
12614.0,277.10277777770534,1,315.6
12615.0,1.908333333209157,4,2291.19
12616.0,84.8249999997206,5,657.25
12617.0,28.924305555410683,1,355.53
12618.0,21.069444444030523,1,177.31
12619.0,15.915277777705342,13,3214.81
12620.0,14.104166666511446,3,1339.41
12621.0,1.059027777519077,23,13612.07
12622.0,231.84097222192213,1,180.1
12623.0,275.9583333330229,1,305.1
12624.0,105.90694444440305,2,641.13
12625.0,211.12222222192213,3,2614.32
12626.0,22.86388888861984,13,6388.35
12627.0,10.029861110728234,7,4478.53
12628.0,3.982638888526708,4,769.61
12630.0,9.084722221828997,2,1270.88
12631.0,56.956249999813735,1,640.5
12633.0,58.04861111100763,5,2140.63
12635.0,89.0736111109145,2,1689.18
12637.0,66.96111111110076,10,5953.25
12638.0,32.98541666660458,1,671.69
12639.0,238.0013888888061,1,486.1
12640.0,23.04027777770534,3,1174.58
12641.0,114.97499999962747,1,185.9
12642.0,24.907638888806105,3,1013.26
12643.0,127.99583333311602,6,3344.64
12644.0,129.0951388888061,1,477.91
12645.0,33.00833333330229,5,1755.38
12646.0,4.10833333292976,2,1346.97
12647.0,21.995833333116025,13,3669.92
12648.0,154.03819444403052,1,318.05
12649.0,106.92291666660458,4,603.71
12650.0,2.8444444444030523,1,314.44
12651.0,334.0027777776122,1,114.0
12652.0,321.82569444412366,2,914.53
12653.0,148.08958333311602,2,2209.85
12654.0,10.11111111100763,5,601.98
12656.0,16.963888888712972,8,3982.72
12657.0,10.877083333209157,5,1152.06
12658.0,18.10277777770534,1,686.05
12659.0,29.03958333330229,1,91.68
12660.0,10.974999999627471,1,245.1
12662.0,0.03541666641831398,12,3817.08
12664.0,7.821527777705342,10,4863.88
12665.0,324.17777777742594,2,61.75
12666.0,358.9222222222015,1,-227.44
12667.0,57.82638888852671,1,620.13
12668.0,6.902777777519077,6,3743.18
12669.0,150.12222222192213,4,1607.73
12670.0,9.893749999813735,6,2986.15
12672.0,329.1458333330229,1,225.9
12673.0,4.954861111007631,2,610.52
12674.0,11.019444444216788,7,1919.31
12676.0,24.01736111100763,6,1331.39
12678.0,41.990277777425945,13,17588.26
12679.0,51.96319444430992,9,1058.67
12680.0,0.0,4,862.81
12681.0,14.052083333022892,27,13677.59
12682.0,3.1180555555038154,31,12288.22
12683.0,3.8465277776122093,20,8221.09
12684.0,7.122916666325182,7,2283.63
12685.0,27.961111111100763,6,2863.08
12686.0,371.1243055551313,1,89.14
12688.0,113.1673611109145,1,4873.81
12689.0,25.179861111100763,2,1247.61
12690.0,205.15347222192213,1,389.01
12691.0,27.834027777425945,6,1035.8
12693.0,120.14861111110076,6,830.96
12694.0,69.98888888861984,2,869.67
12695.0,6.977777777705342,4,582.1
12697.0,20.856249999720603,5,939.02
12700.0,7.084027777425945,6,4867.99
12701.0,79.08541666623205,2,797.71
12702.0,19.093055555131286,1,219.0
12703.0,63.72708333330229,2,274.7
12704.0,6.982638888526708,10,2220.84
12705.0,14.981249999720603,14,6814.24
12707.0,291.17499999981374,1,603.42
12708.0,29.123611110728234,16,2616.32
12709.0,2.8388888887129724,26,9294.1
12710.0,96.03472222201526,4,1130.57
12712.0,22.149305555503815,17,4241.63
12713.0,0.023611111100763083,1,848.55
12714.0,8.879861110821366,5,4708.86
12715.0,105.89444444421679,1,353.86
12716.0,3.1631944440305233,2,1053.49
12717.0,150.9159722221084,3,980.98
12718.0,70.84166666632518,1,238.25
12719.0,4.961805555503815,3,608.1
12720.0,2.199305555317551,29,5713.28
12721.0,31.02569444430992,7,2628.98
12722.0,84.91666666651145,6,904.33
12723.0,3.1048611109144986,5,725.07
12724.0,4.8666666662320495,4,1031.41
12725.0,370.87847222201526,1,427.8
12726.0,27.96875,7,2609.1
12727.0,10.044444444123656,9,3947.7
12728.0,70.88819444412366,4,836.33
12729.0,113.04861111100763,1,453.01
12731.0,23.035416666418314,14,18793.41
12732.0,179.053472221829,1,236.26000000000002
12733.0,233.8548611109145,1,383.95
12734.0,352.00208333320916,1,110.39999999999999
12735.0,314.96736111072823,2,779.5699999999999
12736.0,332.2034722222015,1,234.0
12738.0,371.7659722222015,1,155.35
12739.0,77.99305555550382,2,1013.04
12740.0,63.08749999990687,1,427.6
12743.0,133.8534722221084,2,546.43
12744.0,51.063888888806105,10,9120.39
12747.0,1.9277777774259448,11,4196.01
12748.0,0.020833333022892475,224,29072.1
12749.0,3.1208333331160247,8,3868.2
12750.0,128.15069444430992,1,275.88
12752.0,80.97083333320916,1,4366.78
12753.0,3.048611111007631,11,21024.01
12754.0,235.15972222201526,5,2949.12
12755.0,249.10972222220153,4,2203.2
12756.0,86.13819444412366,1,112.08
12757.0,15.013888888526708,19,4227.7
12758.0,116.10277777770534,2,2791.59
12759.0,51.9173611109145,3,1531.44
12762.0,7.102083333302289,2,1898.52
12763.0,137.94305555522442,2,494.08
12764.0,316.1048611109145,1,1693.88
12766.0,3.1694444441236556,7,6989.63
12769.0,238.10069444403052,1,1143.6
12770.0,210.13680555531755,1,1351.45
12772.0,59.146527777425945,1,892.47
12775.0,16.845138888806105,6,1351.24
12778.0,19.049305555410683,7,804.23
12779.0,20.819444444030523,12,3868.7
12781.0,20.87847222201526,5,707.72
12782.0,4.148611111100763,6,2273.32
12783.0,1.8708333331160247,8,1603.8700000000001
12784.0,8.88333333330229,2,574.42
12785.0,2.0027777776122093,2,305.71
12787.0,9.17083333292976,3,463.66
12789.0,64.96944444440305,1,91.85
12790.0,191.9416666664183,1,324.92
12791.0,373.057638888713,1,192.60000000000002
12792.0,256.05138888861984,1,400.53999999999996
12793.0,334.026388888713,2,545.48
12794.0,52.91388888889924,2,860.41
12795.0,18.09930555522442,1,430.48
12797.0,359.85138888889924,3,194.18
12798.0,9.873611110728234,3,6977.04
12802.0,183.1291666664183,2,412.58
12808.0,36.11458333302289,3,483.65000000000003
12809.0,167.89930555550382,2,484.36
12811.0,260.1305555552244,3,514.85
12812.0,44.12222222192213,1,229.64000000000001
12814.0,101.02708333311602,1,125.92
12815.0,147.1034722221084,2,1063.46
12816.0,95.00624999962747,2,572.2
12817.0,280.84861111082137,1,166.04
12818.0,177.95555555541068,2,1517.88
12820.0,2.9013888887129724,4,942.34
12821.0,213.8743055551313,1,92.72
12822.0,70.11527777742594,3,918.98
12823.0,74.21875,5,1759.5
12824.0,59.00069444440305,1,397.12
12826.0,2.1006944440305233,8,1468.1200000000001
12827.0,5.0229166662320495,3,430.15000000000003
12828.0,2.170138888526708,6,1018.71
12829.0,321.995833333116,3,253.05
12830.0,37.03888888889924,7,6748.400000000001
12831.0,261.99166666623205,1,215.04999999999998
12832.0,31.97222222201526,2,383.03
12833.0,144.96111111110076,1,417.38
12834.0,282.12569444440305,1,312.38
12836.0,58.90277777751908,4,2612.86
12837.0,172.8631944442168,1,134.1
12838.0,33.02083333302289,2,683.13
12839.0,2.011805555317551,16,5583.62
12840.0,143.13958333292976,6,2714.27
12841.0,4.067361110821366,26,3876.4
12842.0,69.88680555531755,2,1118.99
12843.0,65.02847222192213,9,1680.76
12844.0,28.97152777761221,2,325.96000000000004
12845.0,266.96944444440305,4,354.09
12847.0,21.981944444123656,1,871.54
12849.0,30.964583333116025,2,1050.8899999999999
12851.0,96.00624999962747,1,135.18
12852.0,289.91249999962747,2,299.75
12853.0,107.07638888852671,9,1881.7
12854.0,78.02430555550382,5,1289.15
12855.0,372.13402777770534,1,38.1
12856.0,7.081944444216788,8,2162.68
12857.0,210.10416666651145,2,1106.4
12863.0,51.94097222201526,2,504.2
12864.0,137.990972221829,1,147.12
12865.0,25.929861111100763,3,1548.07
12866.0,282.94374999962747,1,559.12
12867.0,25.888888888526708,10,3986.22
12868.0,185.08888888871297,6,1607.0600000000002
12870.0,365.932638888713,1,-14.899999999999999
12871.0,83.90486111072823,2,380.64
12872.0,326.0819444442168,2,599.97
12873.0,281.91111111082137,1,374.0
12875.0,142.8888888885267,2,343.2300000000001
12876.0,57.01666666660458,2,2218.02
12877.0,3.0972222220152617,12,1535.77
12878.0,17.930555555503815,3,841.64
12879.0,44.01805555541068,4,552.5699999999999
12881.0,275.04583333292976,1,298.0
12882.0,8.855555555317551,2,1463.04
